#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        1607    -1.05404    -2.59118   0.0355941
        1608    -1.03267    -2.59021   0.0355852
        1609   -0.958575    -2.58919   0.0355775
        1610    -1.08232    -2.58826   0.0355677
        1611     -1.1814    -2.58738   0.0355564
        1612    -1.12697    -2.58648   0.0355458
        1613    -1.08356    -2.58555    0.035536
        1614    -1.06657     -2.5846   0.0355265
        1615    -1.06583    -2.58366   0.0355169
        1616    -1.12949    -2.58276   0.0355063
        1617     -1.0733    -2.58183   0.0354966
        1618    -1.00434    -2.58086   0.0354881
        1619    -1.17343    -2.57999   0.0354768
        1620    -1.17747    -2.57912   0.0354655
        1621    -1.11208    -2.57822   0.0354551
        1622    -1.02782    -2.57726   0.0354462
        1623   -0.941918    -2.57625   0.0354386
        1624     -0.9651    -2.57526   0.0354307
        1625    -1.03747    -2.57431   0.0354215
        1626     -1.0429    -2.57337   0.0354123
        1627    -1.06143    -2.57244   0.0354027
        1628    -1.05485    -2.57151   0.0353932
        1629    -1.08977     -2.5706   0.0353832
        1630    -1.10403     -2.5697   0.0353729
        1631       -1.15    -2.56883   0.0353619
        1632    -1.11235    -2.56794   0.0353515
        1633    -1.09051    -2.56703   0.0353414
        1634    -1.06242    -2.56611   0.0353318
        1635    -1.05443    -2.56519   0.0353223
        1636    -1.03763    -2.56425    0.035313
        1637    -1.04948    -2.56333   0.0353036
        1638    -1.09416    -2.56243   0.0352934
        1639    -1.05332    -2.56151   0.0352839
        1640    -1.11935    -2.56063   0.0352734
        1641    -1.08127    -2.55973   0.0352634
        1642    -1.02565     -2.5588   0.0352543
        1643   -0.997068    -2.55785   0.0352456
        1644    -1.08683    -2.55695   0.0352355
        1645    -1.12614    -2.55608   0.0352249
        1646    -1.07251    -2.55518    0.035215
        1647    -1.04078    -2.55426   0.0352056
        1648    -1.06861    -2.55336   0.0351958
        1649    -1.02426    -2.55243   0.0351867
        1650   -0.926482    -2.55145   0.0351791
        1651   -0.926229    -2.55046   0.0351716
        1652    -0.78543    -2.54939   0.0351665
        1653   -0.873404    -2.54838   0.0351599
        1654   -0.789459    -2.54732   0.0351547
        1655   -0.729253    -2.54622   0.0351506
        1656   -0.723047    -2.54512   0.0351466
        1657   -0.719339    -2.54401   0.0351427
        1658   -0.664513    -2.54288   0.0351398
        1659   -0.915366     -2.5419   0.0351323
        1660   -0.973902    -2.54096   0.0351238
        1661    -1.04885    -2.54006   0.0351141
        1662    -1.08252    -2.53918    0.035104
        1663    -1.05963    -2.53829   0.0350941
        1664    -1.02634    -2.53738   0.0350848
        1665   -0.952211    -2.53643   0.0350766
        1666   -0.862234    -2.53543     0.03507
        1667   -0.863135    -2.53442   0.0350633
        1668    -0.72284    -2.53334   0.0350591
        1669   -0.788285    -2.53229   0.0350537
        1670   -0.754353    -2.53123   0.0350488
        1671   -0.799568    -2.53019   0.0350432
        1672   -0.875483     -2.5292   0.0350362
        1673   -0.694049     -2.5281   0.0350324
        1674   -0.684906      -2.527   0.0350288
        1675   -0.827047    -2.52599   0.0350226
        1676   -0.879464      -2.525   0.0350154
        1677   -0.922535    -2.52405   0.0350076
        1678   -0.964303    -2.52312   0.0349991
        1679   -0.946068    -2.52218   0.0349908
        1680   -0.949097    -2.52124   0.0349825
        1681   -0.863867    -2.52026   0.0349756
        1682   -0.879014    -2.51928   0.0349684
        1683   -0.870571     -2.5183   0.0349614
        1684   -0.930502    -2.51736   0.0349533
        1685   -0.911161    -2.51641   0.0349456
        1686   -0.919044    -2.51546   0.0349377
        1687   -0.865205    -2.51448   0.0349307
        1688   -0.870091    -2.51351   0.0349236
        1689   -0.819376     -2.5125   0.0349173
        1690   -0.762753    -2.51147    0.034912
        1691   -0.849937    -2.51049   0.0349051
        1692   -0.841977     -2.5095   0.0348984
        1693   -0.806989    -2.50849   0.0348923
        1694   -0.747201    -2.50745   0.0348872
        1695   -0.727238     -2.5064   0.0348824
        1696   -0.766239    -2.50538   0.0348769
        1697   -0.758926    -2.50435   0.0348716
        1698   -0.831708    -2.50336   0.0348649
        1699   -0.918454    -2.50243   0.0348569
        1700   -0.947022    -2.50152   0.0348484
        1701   -0.911468    -2.50058   0.0348405
        1702    -1.04062    -2.49972   0.0348305
        1703    -1.09621     -2.4989   0.0348198
        1704    -1.07675    -2.49806   0.0348094
        1705    -1.03748    -2.49721   0.0347995
        1706   -0.976063    -2.49632   0.0347906
        1707   -0.936602     -2.4954   0.0347822
        1708   -0.959667     -2.4945   0.0347734
        1709   -0.869537    -2.49355   0.0347661
        1710   -0.848709    -2.49259    0.034759
        1711   -0.889638    -2.49165   0.0347514
        1712   -0.857136     -2.4907   0.0347442
        1713    -0.87278    -2.48975   0.0347367
        1714   -0.829869    -2.48879   0.0347299
        1715   -0.748119    -2.48777   0.0347245
        1716   -0.829472     -2.4868   0.0347177
        1717   -0.814137    -2.48583   0.0347112
        1718   -0.860353    -2.48488   0.0347039
        1719   -0.841476    -2.48393   0.0346968
        1720   -0.766453    -2.48293    0.034691
        1721   -0.855804    -2.48198   0.0346838
        1722   -0.840602    -2.48103   0.0346767
        1723   -0.701899       -2.48    0.034672
        1724   -0.791375    -2.47902   0.0346657
        1725   -0.813227    -2.47805    0.034659
        1726    -0.80469    -2.47708   0.0346525
        1727   -0.789619    -2.47611   0.0346462
        1728   -0.795832    -2.47513   0.0346398
        1729   -0.758739    -2.47414    0.034634
        1730   -0.768416    -2.47316    0.034628
        1731   -0.793375    -2.47219   0.0346216
        1732   -0.776217    -2.47121   0.0346155
        1733   -0.639521    -2.47015   0.0346116
        1734   -0.625585    -2.46909    0.034608
        1735   -0.698269    -2.46806   0.0346031
        1736   -0.556337    -2.46696   0.0346007
        1737   -0.639061    -2.46591   0.0345968
        1738   -0.692008    -2.46489   0.0345919
        1739   -0.737164     -2.4639   0.0345863
        1740   -0.660726    -2.46286   0.0345819
        1741   -0.725731    -2.46186   0.0345765
        1742   -0.672893    -2.46084   0.0345719
        1743   -0.782866    -2.45987   0.0345654
        1744   -0.779281    -2.45891    0.034559
        1745   -0.793166    -2.45796   0.0345524
        1746   -0.773478    -2.45699   0.0345461
        1747   -0.792044    -2.45604   0.0345394
        1748   -0.797095    -2.45509   0.0345327
        1749   -0.857529    -2.45417   0.0345251
        1750   -0.927561     -2.4533   0.0345164
        1751   -0.943306    -2.45244   0.0345074
        1752   -0.859404    -2.45153   0.0344997
        1753   -0.895194    -2.45064   0.0344914
        1754   -0.968253     -2.4498   0.0344821
        1755    -1.07031    -2.44901   0.0344714
        1756    -1.15822    -2.44828   0.0344596
        1757    -1.20186    -2.44757   0.0344473
        1758    -1.24334    -2.44688   0.0344345
        1759      -1.271    -2.44621   0.0344215
        1760    -1.27671    -2.44555   0.0344083
        1761    -1.24106    -2.44487   0.0343956
        1762    -1.24444    -2.44418   0.0343828
        1763     -1.2676    -2.44352   0.0343698
        1764    -1.37809    -2.44291   0.0343556
        1765    -1.36391     -2.4423   0.0343416
        1766      -1.457    -2.44174   0.0343266
        1767    -1.38473    -2.44115   0.0343124
        1768    -1.39706    -2.44055   0.0342981
        1769    -1.48476    -2.44001    0.034283
        1770    -1.53017     -2.4395   0.0342675
        1771    -1.43087    -2.43893   0.0342528
        1772     -1.4676    -2.43838   0.0342379
        1773    -1.40082     -2.4378   0.0342236
        1774     -1.4031    -2.43721   0.0342093
        1775    -1.49352    -2.43668   0.0341941
        1776    -1.48508    -2.43615   0.0341791
        1777    -1.54508    -2.43565   0.0341635
        1778    -1.54049    -2.43514    0.034148
        1779    -1.50177    -2.43462   0.0341328
        1780    -1.51988     -2.4341   0.0341175
        1781    -1.53782     -2.4336   0.0341021
        1782    -1.48412    -2.43307   0.0340871
        1783    -1.53588    -2.43256   0.0340717
        1784    -1.52846    -2.43206   0.0340564
        1785     -1.5154    -2.43154   0.0340412
        1786    -1.58417    -2.43107   0.0340254
        1787    -1.53964    -2.43057     0.03401
        1788    -1.52044    -2.43006   0.0339948
        1789    -1.49216    -2.42954   0.0339799
        1790    -1.45005    -2.42899   0.0339653
        1791    -1.41821    -2.42843    0.033951
        1792    -1.34115    -2.42782   0.0339375
        1793     -1.3112     -2.4272   0.0339243
        1794    -1.27582    -2.42655   0.0339114
        1795    -1.30702    -2.42593   0.0338983
        1796    -1.41209    -2.42537   0.0338841
        1797    -1.41532     -2.4248   0.0338699
        1798    -1.32034    -2.42419   0.0338566
        1799    -1.23663    -2.42353   0.0338443
        1800    -1.19302    -2.42285   0.0338324
        1801     -1.2829    -2.42221   0.0338195
        1802    -1.21684    -2.42154   0.0338073
        1803    -1.29043    -2.42092   0.0337944
        1804     -1.2251    -2.42025   0.0337822
        1805    -1.18446    -2.41957   0.0337704
        1806    -1.24197    -2.41892    0.033758
        1807     -1.2357    -2.41826   0.0337457
        1808    -1.28241    -2.41763   0.0337328
        1809    -1.22587    -2.41698   0.0337206
        1810    -1.21731    -2.41631   0.0337085
        1811    -1.19807    -2.41564   0.0336966
        1812    -1.24402    -2.41499   0.0336842
        1813    -1.24284    -2.41435   0.0336718
        1814    -1.24907     -2.4137   0.0336594
        1815    -1.23234    -2.41305   0.0336472
        1816     -1.2705    -2.41242   0.0336345
        1817    -1.21489    -2.41177   0.0336225
        1818    -1.15192    -2.41107   0.0336111
        1819    -1.25169    -2.41043   0.0335987
        1820    -1.23698    -2.40979   0.0335864
        1821    -1.20792    -2.40913   0.0335744
        1822    -1.18888    -2.40846   0.0335627
        1823    -1.22891    -2.40781   0.0335505
        1824    -1.19605    -2.40715   0.0335387
        1825    -1.20733    -2.40649   0.0335268
        1826    -1.19421    -2.40583    0.033515
        1827     -1.2234    -2.40518   0.0335029
        1828    -1.27248    -2.40456   0.0334903
        1829    -1.34181    -2.40398    0.033477
        1830    -1.34148     -2.4034   0.0334637
        1831    -1.45392    -2.40288   0.0334495
        1832    -1.49148    -2.40238   0.0334349
        1833    -1.51512     -2.4019   0.0334202
        1834    -1.38918    -2.40135   0.0334065
        1835    -1.34989    -2.40077   0.0333932
        1836    -1.32793    -2.40019   0.0333802
        1837    -1.29497    -2.39959   0.0333674
        1838    -1.22568    -2.39895   0.0333554
        1839     -1.2186    -2.39831   0.0333434
        1840    -1.25628    -2.39769   0.0333311
        1841    -1.25541    -2.39707   0.0333187
        1842    -1.13496    -2.39638   0.0333077
        1843    -1.16225    -2.39571   0.0332963
        1844    -1.23433    -2.39508   0.0332842
        1845    -1.18877    -2.39443   0.0332726
        1846    -1.15342    -2.39376   0.0332614
        1847     -1.0626    -2.39303   0.0332512
        1848    -1.09481    -2.39233   0.0332406
        1849    -1.19133    -2.39168    0.033229
        1850    -1.22341    -2.39105    0.033217
        1851    -1.24184    -2.39043   0.0332049
        1852    -1.27467    -2.38983   0.0331924
        1853      -1.309    -2.38924   0.0331796
        1854     -1.4059    -2.38871    0.033166
        1855    -1.40649    -2.38818   0.0331523
        1856    -1.43294    -2.38767   0.0331384
        1857    -1.33946    -2.38711   0.0331254
        1858    -1.34039    -2.38654   0.0331124
        1859    -1.29076    -2.38595   0.0330998
        1860    -1.39078    -2.38542   0.0330863
        1861    -1.55375    -2.38497   0.0330716
        1862    -1.45555    -2.38447   0.0330576
        1863    -1.46911    -2.38398   0.0330435
        1864    -1.44268    -2.38348   0.0330296
        1865    -1.39705    -2.38295   0.0330161
        1866    -1.46041    -2.38245   0.0330022
        1867    -1.48024    -2.38197    0.032988
        1868    -1.42114    -2.38145   0.0329744
        1869    -1.41212    -2.38094   0.0329608
        1870    -1.43897    -2.38043    0.032947
        1871    -1.42274    -2.37992   0.0329334
        1872    -1.47884    -2.37944   0.0329193
        1873    -1.56377      -2.379   0.0329046
        1874    -1.59559    -2.37859   0.0328897
        1875    -1.59605    -2.37817   0.0328748
        1876    -1.64604    -2.37778   0.0328596
        1877    -1.74999    -2.37744   0.0328438
        1878    -1.76395    -2.37712   0.0328279
        1879     -1.7645    -2.37679   0.0328121
        1880     -1.7802    -2.37647   0.0327962
        1881    -1.76226    -2.37615   0.0327804
        1882    -1.77414    -2.37583   0.0327645
        1883    -1.75721     -2.3755   0.0327488
        1884    -1.79057    -2.37519   0.0327328
        1885    -1.72643    -2.37484   0.0327173
        1886    -1.76321    -2.37452   0.0327015
